path,blob_sha,first_commit,first_date,original_contributor,material_contributors,origin_class,origin_source,license,copyright,rights_basis,ai_involvement,criticality,decision,evidence,status
.github/labeler.yml,c01c1dcf5277a9a4ef4c36a8ad50b8d9ddffe06f,695ba4928910d6e95515668ea40341e1c38c8c40,2026-04-11T17:59:31+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/labeler.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=695ba4928910d6e95515668ea40341e1c38c8c40;blob=c01c1dcf5277a9a4ef4c36a8ad50b8d9ddffe06f;contributors=1,UNRESOLVED
.github/pull_request_template.md,8ad9567445b19246447aa337652ca275f0c16a87,dd03f92e23a36641186e68d3977102db0dc05c5a,2026-04-25T02:19:22+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/pull_request_template.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=dd03f92e23a36641186e68d3977102db0dc05c5a;blob=8ad9567445b19246447aa337652ca275f0c16a87;contributors=2,UNRESOLVED
.github/release-triggers/ai-in-action-b08a5cf.md,2486dba41918e99a3300e4d57100fa4c47d409c4,acdbbba85e0bc9bba68f0fb81a411e5072e58fbb,2026-07-20T19:28:10+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/release-triggers/ai-in-action-b08a5cf.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=acdbbba85e0bc9bba68f0fb81a411e5072e58fbb;blob=2486dba41918e99a3300e4d57100fa4c47d409c4;contributors=1,UNRESOLVED
.github/release-triggers/ai-in-action-c549d344.md,53d7c032eba2dfabe07adcf55012155f27b1aae5,2502e71c21497ee12397d485a4b6903ade7c2dea,2026-07-20T18:51:05+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/release-triggers/ai-in-action-c549d344.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=2502e71c21497ee12397d485a4b6903ade7c2dea;blob=53d7c032eba2dfabe07adcf55012155f27b1aae5;contributors=1,UNRESOLVED
.github/release-triggers/ai-page-entry-and-release-note.md,d92dff73fa43f342a9b3c849243e099197b3573c,331d980d8b3a47b9604e405db85bdd060a4378cc,2026-07-20T22:41:11+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/release-triggers/ai-page-entry-and-release-note.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=331d980d8b3a47b9604e405db85bdd060a4378cc;blob=d92dff73fa43f342a9b3c849243e099197b3573c;contributors=1,UNRESOLVED
.github/release-triggers/ai-page-entry-and-release.md,c31fba3b637cc2bc650da1e88204ade9c7b58bc4,0fe47d98224ecd91e0a2a8c567e7aa7698eefd77,2026-07-20T22:40:54+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/release-triggers/ai-page-entry-and-release.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=0fe47d98224ecd91e0a2a8c567e7aa7698eefd77;blob=c31fba3b637cc2bc650da1e88204ade9c7b58bc4;contributors=1,UNRESOLVED
.github/release-triggers/tai-p0-web-24277e0.md,6753d3a6a7fa5e6b2b6ce2d1ef22efb01ff2c1bf,445c6fc1944427d7cb224ea6360e3189d82ec7cb,2026-07-21T14:21:55+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/release-triggers/tai-p0-web-24277e0.md,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=445c6fc1944427d7cb224ea6360e3189d82ec7cb;blob=6753d3a6a7fa5e6b2b6ce2d1ef22efb01ff2c1bf;contributors=1,UNRESOLVED
.github/scripts/pc-crop-08f-prisma-void-lock-fix.py,589d4af865cd50de6d7f8beeb8b3ea4bf1daf549,d9af173e78dfda14b265f5a17823df8fd642e777,2026-07-27T03:14:17+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/scripts/pc-crop-08f-prisma-void-lock-fix.py,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=d9af173e78dfda14b265f5a17823df8fd642e777;blob=589d4af865cd50de6d7f8beeb8b3ea4bf1daf549;contributors=1,UNRESOLVED
.github/scripts/pc-crop-08f-sdiz-remediation.py,48636a69dbbd2d0281bea0d7488b4b4a692090d5,35a5abc736593d472b2d6a2d19c9ac1666242dbd,2026-07-25T14:26:48+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/scripts/pc-crop-08f-sdiz-remediation.py,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=35a5abc736593d472b2d6a2d19c9ac1666242dbd;blob=48636a69dbbd2d0281bea0d7488b4b4a692090d5;contributors=2,UNRESOLVED
.github/scripts/tai-gateway-ui-readonly-remediation.py,0e5ef97a05a06366eb446db74687dcabbf1c014e,35a5abc736593d472b2d6a2d19c9ac1666242dbd,2026-07-25T14:26:48+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/scripts/tai-gateway-ui-readonly-remediation.py,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=35a5abc736593d472b2d6a2d19c9ac1666242dbd;blob=0e5ef97a05a06366eb446db74687dcabbf1c014e;contributors=1,UNRESOLVED
.github/test.txt,9daeafb9864cf43055ae93beb0afd6c7d144bfa4,15c0f1dc06330b8bd4f5c387d78efdcad08661fa,2026-04-11T17:57:14+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/test.txt,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=15c0f1dc06330b8bd4f5c387d78efdcad08661fa;blob=9daeafb9864cf43055ae93beb0afd6c7d144bfa4;contributors=1,UNRESOLVED
.github/workflows/api-test.yml,2d14544141f65a204b5ef6560cb59715052620c0,3b703b15de578e615a24e1ceca240562b4519a45,2026-06-27T17:38:40+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/api-test.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=3b703b15de578e615a24e1ceca240562b4519a45;blob=2d14544141f65a204b5ef6560cb59715052620c0;contributors=2,UNRESOLVED
.github/workflows/auction-atomic-acceptance.yml,8333c6338eaa3cdf9d3d6de2975c880479cd69ab,613e55033c169bc7191d951b6a445845431e7620,2026-07-15T10:57:49+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/auction-atomic-acceptance.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=613e55033c169bc7191d951b6a445845431e7620;blob=8333c6338eaa3cdf9d3d6de2975c880479cd69ab;contributors=2,UNRESOLVED
.github/workflows/automerge.yml,64516171f9015988d087bf2515a80d8891294bd6,da483540b8423e916191e39b5a8d0465bd2c37d0,2026-04-11T18:00:38+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c;Platon#af68b1a9b3724c86,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/automerge.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=da483540b8423e916191e39b5a8d0465bd2c37d0;blob=64516171f9015988d087bf2515a80d8891294bd6;contributors=3,UNRESOLVED
.github/workflows/check-ai-live-c21eec0.yml,6edd4b6c5d5018929b1f73571f7454db606b12e6,6cce80d6dcbf94bdc6c9beb383bd7bbafa477ec4,2026-07-20T06:01:32+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/check-ai-live-c21eec0.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=6cce80d6dcbf94bdc6c9beb383bd7bbafa477ec4;blob=6edd4b6c5d5018929b1f73571f7454db606b12e6;contributors=1,UNRESOLVED
.github/workflows/ci-postgres-image-authority.yml,6c0948bc1c163077a25ae139fe392627f07b0152,cb98c22282bf83c22d59b1196fb9852321f3c220,2026-07-27T08:37:02+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/ci-postgres-image-authority.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=cb98c22282bf83c22d59b1196fb9852321f3c220;blob=6c0948bc1c163077a25ae139fe392627f07b0152;contributors=1,UNRESOLVED
.github/workflows/ci-postgres-image-mirror.yml,92cbdafdb3dfa9e9974c03aaa04fe03a7c2a7355,6eb43ef67a59f7619a4849b1040bd37137cb7b73,2026-07-27T05:00:05+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/ci-postgres-image-mirror.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=6eb43ef67a59f7619a4849b1040bd37137cb7b73;blob=92cbdafdb3dfa9e9974c03aaa04fe03a7c2a7355;contributors=1,UNRESOLVED
.github/workflows/ci.yml,ea79e9180c2c5b57d7315a743e09ee4d735c6fec,07172703476fcbd983be5c8d44c3ea2030626b12,2026-04-20T23:08:05+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;github-actions[bot]#e7cd911927c7d1ac;pachaninm-lab#97bdb9e06bb3722c;Platon#af68b1a9b3724c86,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/ci.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=07172703476fcbd983be5c8d44c3ea2030626b12;blob=ea79e9180c2c5b57d7315a743e09ee4d735c6fec;contributors=4,UNRESOLVED
.github/workflows/codeql-platform-v7-report.yml,0ccad5fef0eed8b515a15574c5c1c0801283d8cc,47a0e6193329aa14a6ba4cdb6ea399faf5accefd,2026-05-27T01:44:45+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/codeql-platform-v7-report.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=47a0e6193329aa14a6ba4cdb6ea399faf5accefd;blob=0ccad5fef0eed8b515a15574c5c1c0801283d8cc;contributors=2,UNRESOLVED
.github/workflows/company-os-control-host-cutover-authorized-20260818.yml,1619b27bd432640d75a31012326d212610f6bd6c,e38022cf9c727d6d710aa8a81216233da498844b,2026-08-18T07:29:32+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-cutover-authorized-20260818.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=e38022cf9c727d6d710aa8a81216233da498844b;blob=1619b27bd432640d75a31012326d212610f6bd6c;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-cutover-observer.yml,65e69cbf67cdfbf95aa40adb2380052e751a3c65,879d4e9232c7bdf52b2ec738b83bebbacc041a97,2026-08-18T07:30:18+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-cutover-observer.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=879d4e9232c7bdf52b2ec738b83bebbacc041a97;blob=65e69cbf67cdfbf95aa40adb2380052e751a3c65;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-dns-acceptance.yml,f1a318621a15867940dc3c321d5cc1a645f297b0,9571a49ea3e7ba8031eee27717207c932dd99232,2026-08-18T07:03:03+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-dns-acceptance.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=9571a49ea3e7ba8031eee27717207c932dd99232;blob=f1a318621a15867940dc3c321d5cc1a645f297b0;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-failure-diagnostic.yml,a6517e091ff17f1a95a0516fbb85e84a70bec22e,0cb311fb798d2bf85dc76608b87938ada4b9022c,2026-08-18T07:58:34+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-failure-diagnostic.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=0cb311fb798d2bf85dc76608b87938ada4b9022c;blob=a6517e091ff17f1a95a0516fbb85e84a70bec22e;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-readiness-auto.yml,ce36f64e8b7d0fafaef7ff31b1d285be82df1518,b9deb7513b341ac0dcfe05c4d7c429579b518b8c,2026-08-18T07:06:55+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-readiness-auto.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=b9deb7513b341ac0dcfe05c4d7c429579b518b8c;blob=ce36f64e8b7d0fafaef7ff31b1d285be82df1518;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-readiness-v2.yml,98e98547c17dda0152c7fa86a07e55610de86126,c57a9ad8f4b5d466d347aa8fd9e4223812e125a8,2026-08-18T05:35:27+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-readiness-v2.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=c57a9ad8f4b5d466d347aa8fd9e4223812e125a8;blob=98e98547c17dda0152c7fa86a07e55610de86126;contributors=1,UNRESOLVED
.github/workflows/company-os-control-host-readiness.yml,46590c59f95ec1ae4bc9a6051642cc7923707438,023151f6f2f810c2658c7cad088ff12d2527f427,2026-08-15T10:57:32+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=.github/workflows/company-os-control-host-readiness.yml,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=023151f6f2f810c2658c7cad088ff12d2527f427;blob=46590c59f95ec1ae4bc9a6051642cc7923707438;contributors=1,UNRESOLVED
