finding_id,source_path,corpus_path,method,score,status,decision,resolved,evidence
SIM-000014,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/decorators/http/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000015,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/enums/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000016,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000017,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000018,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/hooks/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000019,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/http/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000020,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000021,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/middleware/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000022,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/modules/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000023,packages/domain-core/src/execution-simulation/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/pipes/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000024,packages/domain-core/src/execution-simulation/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/errors/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000025,packages/domain-core/src/execution-simulation/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/hooks/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000026,packages/domain-core/src/execution-simulation/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/inspector/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000027,packages/domain-core/src/execution-simulation/index.ts,@nestjs+platform-express@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-v_795a7c87fa3e5cd6ba081ef20e3755d8/@nestjs/platform-express/multer/interceptors/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000028,packages/domain-core/src/execution-simulation/index.ts,@nestjs+testing@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@_b73011bb958e3c4f4dc537c59cd8519e/@nestjs/testing/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000029,packages/domain-core/src/execution-simulation/index.ts,@nestjs+websockets@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validat_0919e63dd7b820ec1807257d9a431f3c/@nestjs/websockets/decorators/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000030,packages/domain-core/src/execution-simulation/index.ts,@nestjs+websockets@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validat_0919e63dd7b820ec1807257d9a431f3c/@nestjs/websockets/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000031,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/esm2015/decorators/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000032,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/esm2015/interfaces/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000033,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/esm5/decorators/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000034,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/esm5/interfaces/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000035,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/types/decorators/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000036,packages/domain-core/src/execution-simulation/index.ts,class-transformer@0.5.1/class-transformer/types/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000037,packages/domain-core/src/execution-simulation/index.ts,class-validator@0.14.4/class-validator/esm2015/decorator/decorators.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000038,packages/domain-core/src/execution-simulation/index.ts,class-validator@0.14.4/class-validator/esm5/decorator/decorators.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000039,packages/domain-core/src/execution-simulation/index.ts,class-validator@0.14.4/class-validator/types/decorator/decorators.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000040,packages/integration-sdk/src/index.ts,@angular-devkit+core@17.3.11_chokidar@3.6.0/@angular-devkit/core/src/logger/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000041,packages/integration-sdk/src/index.ts,@nestjs+cli@10.4.9/@nestjs/cli/actions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000042,packages/integration-sdk/src/index.ts,@nestjs+cli@10.4.9/@nestjs/cli/lib/package-managers/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000043,packages/integration-sdk/src/index.ts,@nestjs+cli@10.4.9/@nestjs/cli/lib/schematics/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000044,packages/integration-sdk/src/index.ts,@nestjs+cli@10.4.9/@nestjs/cli/lib/ui/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000045,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/cache/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000046,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/decorators/core/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000047,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/decorators/http/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000048,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/enums/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000049,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000050,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000051,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/hooks/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000052,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/http/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000053,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000054,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/middleware/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000055,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/interfaces/modules/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000056,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/pipes/file/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000057,packages/integration-sdk/src/index.ts,@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.14.4_reflect-metadata@0.2.2_rxjs@7.8.2/@nestjs/common/pipes/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
