path,criticality,total_lines,owner_lines,ai_lines,third_party_human_lines,automation_lines,unattributed_lines,unregistered_lines,human_authorship
.github/workflows/mobile-smoke.yml,STANDARD,69,69,0,0,0,0,0,SURVIVING
.github/workflows/netlify-retirement-authority.yml,STANDARD,26,26,0,0,0,0,0,SURVIVING
.github/workflows/next-security-remediation-3043.yml,STANDARD,231,231,0,0,0,0,0,SURVIVING
.github/workflows/node-ci.yml,STANDARD,60,60,0,0,0,0,0,SURVIVING
.github/workflows/one-shot-external-postgres-evidence-authority.yml,STANDARD,67,67,0,0,0,0,0,SURVIVING
.github/workflows/optional-runtime-retirement-gate.yml,STANDARD,169,169,0,0,0,0,0,SURVIVING
.github/workflows/outbox-postgresql-acceptance.yml,STANDARD,160,158,2,0,0,0,0,SURVIVING
.github/workflows/outbox-worker-publication-contract.yml,STANDARD,28,28,0,0,0,0,0,SURVIVING
.github/workflows/outbox-worker-topology-acceptance.yml,STANDARD,319,318,1,0,0,0,0,SURVIVING
.github/workflows/p0-fgis-first-confirmed-lot-audit.yml,STANDARD,167,167,0,0,0,0,0,SURVIVING
.github/workflows/p0-registration-decision-durable-outbox-controller.yml,STANDARD,240,240,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-01a.yml,STANDARD,112,112,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-01b1.yml,STANDARD,156,156,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-01b3.yml,STANDARD,220,219,1,0,0,0,0,SURVIVING
.github/workflows/pc-crop-01b4.yml,STANDARD,380,379,1,0,0,0,0,SURVIVING
.github/workflows/pc-crop-07a.yml,STANDARD,217,217,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-07b.yml,STANDARD,206,206,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08a.yml,STANDARD,177,177,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08b.yml,STANDARD,233,233,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08c.yml,STANDARD,133,133,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08d.yml,STANDARD,214,214,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08e.yml,STANDARD,165,164,1,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08f-sync-main.yml,STANDARD,173,172,1,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08f.yml,STANDARD,298,298,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08h.yml,STANDARD,258,258,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-08i.yml,STANDARD,241,241,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-10a.yml,STANDARD,102,102,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-10b.yml,STANDARD,143,143,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-10c-predecessor-trigger-handoff.yml,STANDARD,75,75,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-10c.yml,STANDARD,593,591,2,0,0,0,0,SURVIVING
.github/workflows/pc-crop-10d.yml,STANDARD,171,171,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-accounting-acceptance.yml,STANDARD,198,0,198,0,0,0,0,NONE_SURVIVING
.github/workflows/pc-crop-commercial-rules.yml,STANDARD,159,159,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-governance.yml,STANDARD,37,37,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-integration-binding.yml,STANDARD,180,180,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-inventory.yml,STANDARD,166,166,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-predecessor-trigger-governance.yml,STANDARD,110,110,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-project-lock.yml,STANDARD,109,83,26,0,0,0,0,SURVIVING
.github/workflows/pc-crop-provider-registry.yml,STANDARD,166,166,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-scope-governance.yml,STANDARD,79,79,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-service-marketplace.yml,STANDARD,161,161,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-w1-production-acceptance.yml,STANDARD,478,478,0,0,0,0,0,SURVIVING
.github/workflows/pc-crop-w1a-production-preflight.yml,STANDARD,345,345,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-agent-runner.yml,STANDARD,192,192,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-executor-wiring.yml,STANDARD,37,37,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-generated-merge.yml,STANDARD,187,187,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-guard.yml,STANDARD,1695,1695,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-issue-executor-dry-run.yml,STANDARD,37,37,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-loop-dry-run.yml,STANDARD,71,71,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-loop.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-autopilot-watchdog.yml,STANDARD,166,166,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-design-system-v8-acceptance.yml,STANDARD,174,96,78,0,0,0,0,SURVIVING
.github/workflows/platform-v7-generated-pr-cleanup.yml,STANDARD,73,73,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-production-i18n-acceptance.yml,STANDARD,285,285,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-production-mobile-acceptance.yml,STANDARD,246,246,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-public-smoke.yml,STANDARD,58,58,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-safe-merge.yml,STANDARD,331,331,0,0,0,0,0,SURVIVING
.github/workflows/platform-v7-strategic-home-lighthouse.yml,STANDARD,90,90,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-endpoint-diagnostic-v2.yml,STANDARD,427,427,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-endpoint-diagnostic.yml,STANDARD,386,386,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-principal-repair.yml,STANDARD,519,519,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-runtime-diagnostic-v3.yml,STANDARD,378,378,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-runtime-diagnostic-v4.yml,STANDARD,346,346,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-runtime-diagnostic-v5.yml,STANDARD,314,314,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-db-runtime-reconcile.yml,STANDARD,574,574,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-outbox-cutover.yml,STANDARD,409,409,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-bootstrap-diagnostic-v6.yml,STANDARD,295,295,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-bootstrap-diagnostic-v7.yml,STANDARD,346,346,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-current-readiness-v8.yml,STANDARD,331,331,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-current-state-v2.yml,STANDARD,320,320,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-network-rebind-f166.yml,STANDARD,178,178,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-readiness-diagnostic.yml,STANDARD,323,323,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-remount-f166-v2.yml,STANDARD,251,251,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-mail-worker-remount-f166.yml,STANDARD,359,359,0,0,0,0,0,SURVIVING
.github/workflows/production-auth-opaque-token-key.yml,STANDARD,215,215,0,0,0,0,0,SURVIVING
.github/workflows/production-db-principal-observer.yml,STANDARD,273,273,0,0,0,0,0,SURVIVING
.github/workflows/production-docker-headroom-diagnostic.yml,STANDARD,450,450,0,0,0,0,0,SURVIVING
.github/workflows/production-docker-headroom-owner-push-once.yml,STANDARD,281,281,0,0,0,0,0,SURVIVING
.github/workflows/production-docker-headroom-recovery.yml,STANDARD,376,376,0,0,0,0,0,SURVIVING
.github/workflows/production-full-stack-exact-sha.yml,STANDARD,591,591,0,0,0,0,0,SURVIVING
.github/workflows/production-gekta-email-verification-runtime-diagnostic.yml,STANDARD,166,166,0,0,0,0,0,SURVIVING
.github/workflows/production-gekta-first-user-acceptance.yml,STANDARD,499,499,0,0,0,0,0,SURVIVING
.github/workflows/production-gekta-first-user-mail-diagnostic.yml,STANDARD,117,117,0,0,0,0,0,SURVIVING
.github/workflows/production-gekta-mfa-runtime-repair.yml,STANDARD,234,234,0,0,0,0,0,SURVIVING
.github/workflows/production-gekta-stream-diagnostic.yml,STANDARD,211,211,0,0,0,0,0,SURVIVING
.github/workflows/production-hosting-authority.yml,STANDARD,89,89,0,0,0,0,0,SURVIVING
.github/workflows/production-like-kubernetes-acceptance.yml,STANDARD,361,361,0,0,0,0,0,SURVIVING
.github/workflows/production-owner-access-reset-current-main.yml,STANDARD,192,192,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-all-role-registration.yml,STANDARD,896,896,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-legacy-alias-diagnostic-v4-3785.yml,STANDARD,130,130,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-api-principal-acl-repair-3785.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-api-principal-acl-repair-v2-3785.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-api-principal-acl-repair-v3-3785.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-authority-cli-classifier-v2-3785.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-authority-inspect-classifier-3785.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-compose-contract-classifier-31905081981.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-db-authority-split-31982996511.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-db-preflight-31980524957.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-db-preflight-v2-31981767179.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-db-preflight-v2-parsefix-31981767179.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-db-role-acl-probe-31982996511.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-function-oid-classifier-3785.yml,STANDARD,108,108,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-runtime-boundary-diagnostic-beed.yml,STANDARD,210,210,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-runtime-principal-postverify-31996401705.yml,STANDARD,116,116,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-worker-compose-diff-diagnostic.yml,STANDARD,163,163,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-mail-worker-realign-current-runtime.yml,STANDARD,275,275,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-principal-invariant-diagnostic-v3-3785.yml,STANDARD,124,124,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-runtime-autodiscover-release.yml,STANDARD,281,281,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-runtime-recovery-status.yml,STANDARD,125,125,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-auth-runtime-state-inspect.yml,STANDARD,390,390,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-employee-join-current-inspect.yml,STANDARD,180,180,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-acceptance.yml,STANDARD,1084,1084,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-imap-stage-diagnostic.yml,STANDARD,288,288,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-legacy-mail-correlation-diagnostic.yml,STANDARD,270,270,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-legacy-mail-correlation-v3.yml,STANDARD,266,266,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-legacy-mail-correlation-v4.yml,STANDARD,275,275,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-mail-lifecycle-diagnostic.yml,STANDARD,346,346,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-preflight-diagnostic-3785.yml,STANDARD,110,110,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-first-customer-preflight-diagnostic-v2-3785.yml,STANDARD,114,114,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-mailbox-protected-input-classifier.yml,STANDARD,100,100,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-password-reset-diagnostic.yml,STANDARD,90,90,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-password-reset-runtime-provision.yml,STANDARD,578,578,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-registration-current-main-images-connector.yml,STANDARD,237,237,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-registration-current-main-images.yml,STANDARD,248,248,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-coherent-mailbox-recover.yml,STANDARD,455,455,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-host-mailbox-smtp-recover.yml,STANDARD,456,456,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-live-container-mail-recover.yml,STANDARD,141,141,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-live-resend-recover.yml,STANDARD,140,140,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-mail-auth-diagnostic.yml,STANDARD,456,456,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-mailbox-smtp-bridge.yml,STANDARD,232,232,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-normalized-imap-credential-diagnostic.yml,STANDARD,260,260,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-smtp-credential-crosscheck.yml,STANDARD,190,190,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-smtp-runtime-recover.yml,STANDARD,372,372,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-regru-smtp587-auth-diagnostic.yml,STANDARD,280,280,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-retire-stale-fixtures-runtime-pin.yml,STANDARD,361,361,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-retire-stale-fixtures-runtime-stdin.yml,STANDARD,348,348,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-retire-stale-fixtures.yml,STANDARD,283,283,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reuse-active-auth-runtime-v2.yml,STANDARD,314,314,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reuse-existing-auth-runtime.yml,STANDARD,313,313,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-auth-mail-runtime-wiring-31901032491.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-decision-notification-diagnostic-v2.yml,STANDARD,252,252,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-decision-notification-diagnostic.yml,STANDARD,426,426,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-inspect-connector-v2.yml,STANDARD,109,109,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-inspect.yml,STANDARD,207,207,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-membership-repair.yml,STANDARD,329,329,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-one-shot-reset-auth-31926729134.yml,STANDARD,180,180,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-one-shot-reset-auth-31972920716.yml,STANDARD,271,271,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-one-shot-reset-auth-32075599289.yml,STANDARD,271,271,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-one-shot-reset-reviewed-e213.yml,STANDARD,338,338,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-password-reset-request-deployed-50990d.yml,STANDARD,84,84,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-password-reset-request-deployed.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-password-reset-request.yml,STANDARD,97,97,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-preflight-observer.yml,STANDARD,129,129,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-preflight.yml,STANDARD,354,354,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-repair-diagnose.yml,STANDARD,92,92,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-api-failure-31901032491.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31781887205.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31819549601.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31821893070.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31896239515.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31899275062.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31899466474.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31899902138.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31901032491.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31914566925.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31917500605.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-31920384152.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-attempt-classifier.yml,STANDARD,529,529,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-auth-durable.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-current-deployed.yml,STANDARD,108,108,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-db-stage-classifier.yml,STANDARD,81,81,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-delivery-diagnostic.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-drift-tolerant-preflight.yml,STANDARD,369,369,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-enqueue-db-state.yml,STANDARD,115,115,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-fixed-deployed.yml,STANDARD,81,81,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-http-diagnostic.yml,STANDARD,81,81,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-incident-diagnostic.yml,STANDARD,82,82,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-log-classifier-f37-actual-window.yml,STANDARD,376,376,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-log-classifier-f37-robust.yml,STANDARD,422,422,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-no-outbox-classifier.yml,STANDARD,127,127,0,0,0,0,0,SURVIVING
.github/workflows/production-p0-reviewer-reset-preflight-deployed-3249191e.yml,STANDARD,222,222,0,0,0,0,0,SURVIVING
